MEETVERANTWOORDELIJKE	NETBEHEERDER	NETGEBIED	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	WOONPLAATS	LANDCODE	PRODUCTSOORT	VERBRUIKSSEGMENT	aantal aansluitingen	%Leveringsrichting	%Fysieke status	%Defintieve aansl (NRM)	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen
8716878999989	8716878999996	871687800090000000	AMBACHTSWEG	2291EV	2291EV	WATERINGEN	NL	ELK	KVB	15	73,33	100	100	67	1x35	7120	66,67	80	5,2
8716878999989	8716878999996	871718518003006000	AMBACHTSWEG	2291EV	2291EV	WATERINGEN	NL	GAS	KVB	15	100	100	100	87	G4	3007	0	73,33	2
8716878999989	8716878999996	871687800090000000	AMBACHTSWEG	2291EW	2291EW	WATERINGEN	NL	ELK	KVB	10	80	100	100	80	1x35	4542	60	90	5,4
8716878999989	8716878999996	871718518003006000	AMBACHTSWEG	2291EW	2291EW	WATERINGEN	NL	GAS	KVB	10	100	100	100	100	G4	2055	0	80	2
8716878999989	8716878999996	871687800090000000	AMBACHTSWEG	2291EX	2291EX	WATERINGEN	NL	ELK	KVB	22	63,64	100	100	73	1x35	4233	50	77,27	5,2
8716878999989	8716878999996	871718518003006000	AMBACHTSWEG	2291EX	2291EX	WATERINGEN	NL	GAS	KVB	22	100	100	100	91	G4	1739	0	72,73	2
8716878999989	8716878999996	871687800090000000	AMBACHTSWEG	2291EZ	2291EZ	WATERINGEN	NL	ELK	KVB	27	81,48	100	100	63	1x35	4093	77,78	77,78	5,1
8716878999989	8716878999996	871718518003006000	AMBACHTSWEG	2291EZ	2291EZ	WATERINGEN	NL	GAS	KVB	28	100	100	100	82	G4	1906	0	71,43	2
8716902099999	8716878999996	871687800090000000	POELDIJKSEWEG	2291GA	2291GA	WATERINGEN	NL	ELK	KVB	22	77,27	100	100	55	3x25	16586	72,73	63,64	4,5
8716878999989	8716878999996	871718518003006000	POELDIJKSEWEG	2291GA	2291GA	WATERINGEN	NL	GAS	KVB	17	100	100	100	88	G4	2684	0	52,94	1,9
8716878999989	8716878999996	871687800090000000	POELDIJKSEWEG	2291GB	2291GB	WATERINGEN	NL	ELK	KVB	11	90,91	100	100	55	3x25	4906	63,64	81,82	5
8716878999989	8716878999996	871718518003006000	POELDIJKSEWEG	2291GB	2291GE	WATERINGEN	NL	GAS	KVB	27	100	100	100	93	G4	2423	0	88,89	2
8716902099999	8716878999996	871687800090000000	POELDIJKSEWEG	2291GC	2291GE	WATERINGEN	NL	ELK	KVB	25	72	96	100	52	3x25	8080	52	84	4,6
8716878999989	8716878999996	871687800090000000	MARKUSLAAN	2291GG	2291GG	WATERINGEN	NL	ELK	KVB	14	64,29	100	100	79	3x25	5198	64,29	71,43	5,1
8716878999989	8716878999996	871718518003006000	MARKUSLAAN	2291GG	2291GG	WATERINGEN	NL	GAS	KVB	12	100	100	100	83	G4	2312	0	25	2
8716878999989	8716878999996	871687800090000000	BLAUWE AKELEI	2291GH	2291GH	WATERINGEN	NL	ELK	KVB	10	80	100	100	70	1x35	3805	70	90	4,9
8716878999989	8716878999996	871718518003006000	BLAUWE AKELEI	2291GH	2291GH	WATERINGEN	NL	GAS	KVB	10	100	100	100	100	G4	2704	0	90	2
8716878999989	8716878999996	871687800090000000	ROZEMARIJN	2291GJ	2291GJ	WATERINGEN	NL	ELK	KVB	24	87,5	100	100	83	1x35	2568	62,5	62,5	5
8716878999989	8716878999996	871718518003006000	ROZEMARIJN	2291GJ	2291GJ	WATERINGEN	NL	GAS	KVB	22	100	100	100	100	G4	1206	0	68,18	2
8716878999989	8716878999996	871687800090000000	ROZEMARIJN	2291GK	2291GK	WATERINGEN	NL	ELK	KVB	21	95,24	100	100	90	1x35	2174	61,9	90,48	5,3
8716878999989	8716878999996	871718518003006000	ROZEMARIJN	2291GK	2291GK	WATERINGEN	NL	GAS	KVB	20	100	100	100	90	G4	1117	0	90	2
8716878999989	8716878999996	871687800090000000	ROZEMARIJN	2291GL	2291GL	WATERINGEN	NL	ELK	KVB	16	100	100	100	100	1x35	1787	56,25	100	5,1
8716878999989	8716878999996	871718518003006000	ROZEMARIJN	2291GL	2291GL	WATERINGEN	NL	GAS	KVB	15	100	100	100	100	G4	1172	0	100	2
8716878999989	8716878999996	871687800090000000	ROZEMARIJN	2291GM	2291GM	WATERINGEN	NL	ELK	KVB	15	60	100	100	87	1x35	3307	66,67	86,67	5,3
8716878999989	8716878999996	871718518003006000	ROZEMARIJN	2291GM	2291GM	WATERINGEN	NL	GAS	KVB	15	100	100	100	93	G4	1689	0	86,67	2
8716878999989	8716878999996	871687800090000000	ROZEMARIJN	2291GN	2291GN	WATERINGEN	NL	ELK	KVB	23	65,22	100	100	65	1x35	2947	78,26	82,61	5,2
8716878999989	8716878999996	871718518003006000	ROZEMARIJN	2291GN	2291GN	WATERINGEN	NL	GAS	KVB	22	100	100	100	100	G4	1594	0	81,82	2
8716878999989	8716878999996	871687800090000000	ROZEMARIJN	2291GP	2291GR	WATERINGEN	NL	ELK	KVB	28	46,43	100	100	82	1x35	2749	67,86	85,71	5,1
8716878999989	8716878999996	871718518003006000	ROZEMARIJN	2291GP	2291GR	WATERINGEN	NL	GAS	KVB	28	100	100	100	96	G4	1521	0	85,71	2
