MEETVERANTWOORDELIJKE	NETBEHEERDER	NETGEBIED	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	WOONPLAATS	LANDCODE	PRODUCTSOORT	VERBRUIKSSEGMENT	Aantal aansluitingen	%Leveringsrichting	%Fysieke status	%Defintieve aansl (NRM)	%Soort aansluiting	Soort aansluiting Naam	SJV	%SJV laag tarief	%Slimme Meter	Gemiddeld aantal telwielen
8716878999989	8716878999996	871687800090000015	PLEIN	2291CA	2291CA	WATERINGEN	NL	ELK	KVB	22	100	100	100	41	3x25	21344	90,91	4,55	3,1
8716878999989	8716878999996	871718518003006694	PLEIN	2291CA	2291CA	WATERINGEN	NL	GAS	KVB	10	100	100	100	40	G4	5134	0	0	2
8716878999989	8716878999996	871687800090000015	PLEIN	2291CB	2291CB	WATERINGEN	NL	ELK	KVB	11	100	100	100	100	3x25	3766	100	0	3,3
8716878999989	8716878999996	871718518003006694	PLEIN	2291CB	2291CB	WATERINGEN	NL	GAS	KVB	10	100	100	100	100	G4	1136	0	0	2
8716878999989	8716878999996	871687800090000015	PLEIN	2291CC	2291CC	WATERINGEN	NL	ELK	KVB	46	97,83	100	100	78	3x25	13801	91,3	2,17	3,2
8716878999989	8716878999996	871718518003006694	PLEIN	2291CC	2291CC	WATERINGEN	NL	GAS	KVB	44	100	100	100	84	G4	1617	0	2,27	2
8716878999989	8716878999996	871687800090000015	KERKLAAN	2291CD	2291CD	WATERINGEN	NL	ELK	KVB	24	91,67	100	100	88	3x25	6053	100	4,17	3,7
8716878999989	8716878999996	871718518003006694	KERKLAAN	2291CD	2291CD	WATERINGEN	NL	GAS	KVB	24	100	100	100	88	G4	6406	0	4,17	2
8716878999989	8716878999996	871687800090000015	KERKLAAN	2291CE	2291CE	WATERINGEN	NL	ELK	KVB	23	100	100	100	96	3x25	7169	100	17,39	3,7
8716878999989	8716878999996	871718518003006694	KERKLAAN	2291CE	2291CE	WATERINGEN	NL	GAS	KVB	22	100	100	100	77	G4	2794	0	13,64	2
8716878999989	8716878999996	871687800090000015	KERKLAAN	2291CG	2291CG	WATERINGEN	NL	ELK	KVB	15	93,33	100	100	100	3x25	5663	93,33	0	3,3
8716878999989	8716878999996	871718518003006694	KERKLAAN	2291CG	2291CG	WATERINGEN	NL	GAS	KVB	15	100	100	100	80	G4	2013	0	0	2
8716878999989	8716878999996	871687800090000015	KERKLAAN	2291CH	2291CH	WATERINGEN	NL	ELK	KVB	60	100	100	100	60	1x35	4170	93,33	0	4,1
8716878999989	8716878999996	871718518003006694	KERKLAAN	2291CH	2291CH	WATERINGEN	NL	GAS	KVB	58	100	100	100	100	G4	1020	0	0	2
8716878999989	8716878999996	871687800090000015	KERKLAAN	2291CJ	2291CL	WATERINGEN	NL	ELK	KVB	35	100	100	100	89	3x25	6406	100	0	3,2
8716878999989	8716878999996	871718518003006694	KERKLAAN	2291CJ	2291CM	WATERINGEN	NL	GAS	KVB	29	100	100	100	83	G4	1630	0	0	2
8716878999989	8716878999996	871687800090000015	HOFZICHT	2291CM	2291CM	WATERINGEN	NL	ELK	KVB	16	100	100	100	81	3x25	2651	87,5	0	3,4
8716878999989	8716878999996	871687800090000015	HOFZICHT	2291CN	2291CN	WATERINGEN	NL	ELK	KVB	15	100	100	100	100	3x25	3674	100	6,67	4,1
8716878999989	8716878999996	871718518003006694	HOFZICHT	2291CN	2291CN	WATERINGEN	NL	GAS	KVB	15	100	100	100	93	G4	1661	0	6,67	2
8716878999989	8716878999996	871687800090000015	HOFZICHT	2291CP	2291CP	WATERINGEN	NL	ELK	KVB	17	100	100	100	100	3x25	3312	88,24	5,88	3,7
8716878999989	8716878999996	871718518003006694	HOFZICHT	2291CP	2291CP	WATERINGEN	NL	GAS	KVB	17	100	100	100	100	G4	1948	0	5,88	2
8716878999989	8716878999996	871687800090000015	HOFWIJK	2291CR	2291CR	WATERINGEN	NL	ELK	KVB	13	92,31	100	100	92	3x25	6269	100	0	3,8
8716878999989	8716878999996	871718518003006694	HOFWIJK	2291CR	2291CR	WATERINGEN	NL	GAS	KVB	13	100	100	100	100	G4	1569	0	0	2
8716878999989	8716878999996	871687800090000015	HOFWIJK	2291CS	2291CS	WATERINGEN	NL	ELK	KVB	14	100	100	100	100	3x25	2728	100	7,14	3,9
8716878999989	8716878999996	871718518003006694	HOFWIJK	2291CS	2291CS	WATERINGEN	NL	GAS	KVB	14	100	100	100	100	G4	1481	0	7,14	2
8716878999989	8716878999996	871687800090000015	HOFPARK	2291CT	2291CV	WATERINGEN	NL	ELK	KVB	18	100	100	100	94	3x25	2863	100	0	3,3
8716878999989	8716878999996	871718518003006694	HOFPARK	2291CT	2291CV	WATERINGEN	NL	GAS	KVB	18	100	100	100	94	G4	1316	0	0	2
8716878999989	8716878999996	871687800090000015	GANTELPLEIN	2291CW	2291CZ	WATERINGEN	NL	ELK	KVB	29	100	100	100	62	1x35	2938	96,55	3,45	4,3
8716878999989	8716878999996	871718518003006694	HEERENVLIET	2291CZ	2291CZ	WATERINGEN	NL	GAS	KVB	27	100	100	100	96	G4	1116	0	3,7	2
8716878999989	8716878999996	871687800090000015	VLEERSTEEG	2291DA	2291DB	WATERINGEN	NL	ELK	KVB	32	100	100	100	84	3x25	5096	37,5	0	2,8
8716878999989	8716878999996	871718518003006694	VLEERSTEEG	2291DA	2291DB	WATERINGEN	NL	GAS	KVB	32	100	100	100	94	G4	2133	0	0	2
8716878999989	8716878999996	871687800090000015	BAKKERSHOF	2291DC	2291DC	WATERINGEN	NL	ELK	KVB	14	100	100	100	93	1x35	2320	100	0	4,9
8716878999989	8716878999996	871718518003006694	BAKKERSHOF	2291DC	2291DC	WATERINGEN	NL	GAS	KVB	14	100	100	100	93	G4	2482	0	0	1
8716878999989	8716878999996	871687800090000015	BAKKERSHOF	2291DD	2291DD	WATERINGEN	NL	ELK	KVB	35	100	100	100	94	3x25	2053	97,14	0	4,3
8716878999989	8716878999996	871718518003006694	BAKKERSHOF	2291DD	2291DD	WATERINGEN	NL	GAS	KVB	33	100	100	100	100	G4	760	0	0	2
8716878999989	8716878999996	871687800090000015	BAKKERSHOF	2291DE	2291DE	WATERINGEN	NL	ELK	KVB	39	100	100	100	92	3x25	2670	97,44	2,56	3,6
8716878999989	8716878999996	871718518003006694	BAKKERSHOF	2291DE	2291DE	WATERINGEN	NL	GAS	KVB	37	100	100	100	100	G4	713	0	2,7	2
8716878999989	8716878999996	871687800090000015	WATERSTAATSPAD	2291DG	2291DX	WATERINGEN	NL	ELK	KVB	51	94,12	100	100	51	3x25	4249	100	1,96	4,3
8716878999989	8716878999996	871718518003006694	WATERSTAATSPAD	2291DG	2291DX	WATERINGEN	NL	GAS	KVB	50	100	100	100	94	G4	1484	0	2	2
8716878999989	8716878999996	871687800090000015	AMBACHTSHOF	2291DZ	2291EA	WATERINGEN	NL	ELK	KVB	17	94,12	100	100	94	3x25	4823	100	11,76	4,1
8716878999989	8716878999996	871718518003006694	AMBACHTSHOF	2291DZ	2291EA	WATERINGEN	NL	GAS	KVB	17	100	100	100	94	G4	1784	0	11,76	2
8716878999989	8716878999996	871687800090000015	NOORDWEG	2291EB	2291EE	WATERINGEN	NL	ELK	KVB	17	88,24	100	100	94	3x25	7906	94,12	0	3,8
8716878999989	8716878999996	871718518003006694	NOORDWEG	2291EB	2291EE	WATERINGEN	NL	GAS	KVB	15	100	100	100	67	G4	3304	0	0	1,9
8716878999989	8716878999996	871687800090000015	POORTWEIDE	2291EH	2291EH	WATERINGEN	NL	ELK	KVB	32	100	100	100	94	3x25	2708	100	0	3
8716878999989	8716878999996	871718518003006694	POORTWEIDE	2291EH	2291EH	WATERINGEN	NL	GAS	KVB	29	100	100	100	100	G4	897	0	0	2
8716878999989	8716878999996	871687800090000015	POORTWEIDE	2291EJ	2291EJ	WATERINGEN	NL	ELK	KVB	39	100	100	100	92	3x25	3009	97,44	0	3
8716878999989	8716878999996	871718518003006694	POORTWEIDE	2291EJ	2291EJ	WATERINGEN	NL	GAS	KVB	36	100	100	100	100	G4	1041	0	0	2
8716878999989	8716878999996	871687800090000015	ERASMUSWEG	2291EK	2291EN	WATERINGEN	NL	ELK	KVB	27	100	100	100	100	3x25	3301	92,59	3,7	3,6
8716878999989	8716878999996	871718518003006694	ERASMUSWEG	2291EK	2291EN	WATERINGEN	NL	GAS	KVB	28	100	100	100	89	G4	1576	0	0	2
8716878999989	8716878999996	871687800090000015	PRINS HENDRIKSTRAAT	2291EP	2291EP	WATERINGEN	NL	ELK	KVB	24	100	100	100	83	3x25	3961	91,67	4,17	3,5
8716878999989	8716878999996	871718518003006694	PRINS HENDRIKSTRAAT	2291EP	2291EP	WATERINGEN	NL	GAS	KVB	24	100	100	100	96	G4	1508	0	4,17	2
8716878999989	8716878999996	871687800090000015	PRINS HENDRIKSTRAAT	2291ER	2291ER	WATERINGEN	NL	ELK	KVB	23	100	100	100	91	3x25	3711	91,3	4,35	3,8
8716878999989	8716878999996	871718518003006694	PRINS HENDRIKSTRAAT	2291ER	2291ER	WATERINGEN	NL	GAS	KVB	23	100	100	100	96	G4	1426	0	4,35	2
8716878999989	8716878999996	871687800090000015	PRINS HENDRIKSTRAAT	2291ES	2291ES	WATERINGEN	NL	ELK	KVB	16	100	100	100	100	3x25	4171	68,75	0	3,4
8716878999989	8716878999996	871718518003006694	PRINS HENDRIKSTRAAT	2291ES	2291ES	WATERINGEN	NL	GAS	KVB	16	100	100	100	94	G4	1691	0	0	2
8716878999989	8716878999996	871687800090000015	PRINS BERNHARDSTRAAT	2291ET	2291ET	WATERINGEN	NL	ELK	KVB	15	100	100	100	100	3x25	4034	80	0	3,5
8716878999989	8716878999996	871718518003006694	PRINS BERNHARDSTRAAT	2291ET	2291ET	WATERINGEN	NL	GAS	KVB	15	100	100	100	93	G4	1842	0	0	2
8716878999989	8716878999996	871687800090000015	AMBACHTSWEG	2291EV	2291EV	WATERINGEN	NL	ELK	KVB	15	100	100	100	87	3x25	10825	93,33	0	3,3
8716878999989	8716878999996	871718518003006694	AMBACHTSWEG	2291EV	2291EV	WATERINGEN	NL	GAS	KVB	15	100	100	100	93	G4	3269	0	0	2
8716878999989	8716878999996	871687800090000015	AMBACHTSWEG	2291EW	2291EX	WATERINGEN	NL	ELK	KVB	33	100	100	100	91	3x25	5063	100	0	3,3
8716878999989	8716878999996	871718518003006694	AMBACHTSWEG	2291EW	2291EX	WATERINGEN	NL	GAS	KVB	33	100	100	100	79	G4	5059	0	0	2
8716878999989	8716878999996	871687800090000015	AMBACHTSWEG	2291EZ	2291EZ	WATERINGEN	NL	ELK	KVB	28	96,43	100	100	86	3x25	5473	89,29	0	3,3
8716878999989	8716878999996	871718518003006694	AMBACHTSWEG	2291EZ	2291EZ	WATERINGEN	NL	GAS	KVB	29	100	100	100	72	G4	2007	0	0	2
8716878999989	8716878999996	871687800090000015	POELDIJKSEWEG	2291GA	2291GA	WATERINGEN	NL	ELK	KVB	19	100	94,74	100	79	3x25	14935	89,47	5,26	3,3
8716878999989	8716878999996	871718518003006694	POELDIJKSEWEG	2291GA	2291GA	WATERINGEN	NL	GAS	KVB	16	100	100	100	69	G4	3494	0	6,25	1,9
8716878999989	8716878999996	871687800090000015	POELDIJKSEWEG	2291GB	2291GB	WATERINGEN	NL	ELK	KVB	11	100	100	100	100	3x25	3943	90,91	9,09	3,5
8716878999989	8716878999996	871718518003006694	POELDIJKSEWEG	2291GB	2291GE	WATERINGEN	NL	GAS	KVB	30	100	100	100	77	G4	2666	0	3,33	2
8716878999989	8716878999996	871687800090000015	POELDIJKSEWEG	2291GC	2291GC	WATERINGEN	NL	ELK	KVB	11	100	100	100	64	3x25	18465	90,91	9,09	3,5
8716878999989	8716878999996	871687800090000015	KORTE NOORDWEG	2291GE	2291GE	WATERINGEN	NL	ELK	KVB	17	94,12	100	100	82	3x25	6312	100	0	3,2
8716878999989	8716878999996	871687800090000015	MARKUSLAAN	2291GG	2291GG	WATERINGEN	NL	ELK	KVB	16	100	100	100	81	3x25	5864	100	0	3,4
8716878999989	8716878999996	871718518003006694	MARKUSLAAN	2291GG	2291GG	WATERINGEN	NL	GAS	KVB	13	100	100	100	85	G4	2717	0	0	2
8716878999989	8716878999996	871687800090000015	BLAUWE AKELEI	2291GH	2291GH	WATERINGEN	NL	ELK	KVB	10	100	100	100	90	3x25	3375	100	0	3,4
8716878999989	8716878999996	871718518003006694	BLAUWE AKELEI	2291GH	2291GH	WATERINGEN	NL	GAS	KVB	10	100	100	100	100	G4	2781	0	0	2
8716878999989	8716878999996	871687800090000015	ROZEMARIJN	2291GJ	2291GJ	WATERINGEN	NL	ELK	KVB	24	100	100	100	92	3x25	4230	100	4,17	3,4
8716878999989	8716878999996	871718518003006694	ROZEMARIJN	2291GJ	2291GJ	WATERINGEN	NL	GAS	KVB	23	100	100	100	96	G4	2654	0	4,35	2
8716878999989	8716878999996	871687800090000015	ROZEMARIJN	2291GK	2291GK	WATERINGEN	NL	ELK	KVB	21	100	100	100	90	3x25	2447	100	0	3,3
8716878999989	8716878999996	871718518003006694	ROZEMARIJN	2291GK	2291GK	WATERINGEN	NL	GAS	KVB	20	100	100	100	100	G4	1150	0	0	2
8716878999989	8716878999996	871687800090000015	ROZEMARIJN	2291GL	2291GL	WATERINGEN	NL	ELK	KVB	16	100	100	100	88	3x25	2160	100	6,25	3,3
8716878999989	8716878999996	871718518003006694	ROZEMARIJN	2291GL	2291GL	WATERINGEN	NL	GAS	KVB	15	100	100	100	100	G4	1141	0	6,67	2
8716878999989	8716878999996	871687800090000015	ROZEMARIJN	2291GM	2291GM	WATERINGEN	NL	ELK	KVB	15	100	100	100	100	3x25	4169	100	0	3,6
8716878999989	8716878999996	871718518003006694	ROZEMARIJN	2291GM	2291GM	WATERINGEN	NL	GAS	KVB	15	100	100	100	100	G4	1803	0	0	2
8716878999989	8716878999996	871687800090000015	ROZEMARIJN	2291GN	2291GN	WATERINGEN	NL	ELK	KVB	23	95,65	100	100	96	3x25	3427	100	0	3,5
8716878999989	8716878999996	871718518003006694	ROZEMARIJN	2291GN	2291GN	WATERINGEN	NL	GAS	KVB	22	100	100	100	100	G4	1887	0	0	2
8716878999989	8716878999996	871687800090000015	ROZEMARIJN	2291GP	2291GR	WATERINGEN	NL	ELK	KVB	28	92,86	100	100	93	3x25	3488	96,43	0	3,2
8716878999989	8716878999996	871718518003006694	ROZEMARIJN	2291GP	2291GR	WATERINGEN	NL	GAS	KVB	28	100	100	100	96	G4	1941	0	0	2
8716878999989	8716878999996	871687800090000015	DE MEIBLOEM	2291GS	2291GS	WATERINGEN	NL	ELK	KVB	18	100	100	100	89	3x25	4067	94,44	0	3,3
8716878999989	8716878999996	871718518003006694	DE MEIBLOEM	2291GS	2291GS	WATERINGEN	NL	GAS	KVB	18	100	100	100	100	G4	1845	0	0	2
8716878999989	8716878999996	871687800090000015	DE MEIBLOEM	2291GT	2291GT	WATERINGEN	NL	ELK	KVB	19	94,74	100	100	84	3x25	3444	100	0	3,7
8716878999989	8716878999996	871718518003006694	DE MEIBLOEM	2291GT	2291GT	WATERINGEN	NL	GAS	KVB	19	100	100	100	100	G4	1592	0	0	2
8716878999989	8716878999996	871687800090000015	DE HOORNBLOEM	2291GV	2291GV	WATERINGEN	NL	ELK	KVB	13	100	100	100	100	3x25	3455	100	0	3,2
8716878999989	8716878999996	871718518003006694	DE HOORNBLOEM	2291GV	2291GV	WATERINGEN	NL	GAS	KVB	13	100	100	100	100	G4	1798	0	0	2
8716878999989	8716878999996	871687800090000015	GELE MEERBLOEM	2291GW	2291GW	WATERINGEN	NL	ELK	KVB	22	100	100	100	95	3x25	3316	100	0	3,2
8716878999989	8716878999996	871718518003006694	GELE MEERBLOEM	2291GW	2291GW	WATERINGEN	NL	GAS	KVB	22	100	100	100	100	G4	1615	0	0	2
8716878999989	8716878999996	871687800090000015	GELE MEERBLOEM	2291GX	2291GX	WATERINGEN	NL	ELK	KVB	18	100	100	100	94	3x25	2536	100	0	3,2
8716878999989	8716878999996	871718518003006694	GELE MEERBLOEM	2291GX	2291GX	WATERINGEN	NL	GAS	KVB	18	100	100	100	100	G4	1804	0	0	2
8716878999989	8716878999996	871687800090000015	WILLIGE RIJZEN	2291GZ	2291HM	WATERINGEN	NL	ELK	KVB	70	100	100	100	76	3x25	8653	91,43	2,86	3,6
8716878999989	8716878999996	871718518003006694	WILLIGE RIJZEN	2291GZ	2291HM	WATERINGEN	NL	GAS	KVB	64	100	100	100	91	G4	2208	0	0	2
8716878999989	8716878999996	871687800090000015	DORPSKADE	2291HN	2291HR	WATERINGEN	NL	ELK	KVB	26	100	100	100	46	3x25	18314	96,15	7,69	3,7
8716878999989	8716878999996	871718518003006694	DORPSKADE	2291HN	2291HS	WATERINGEN	NL	GAS	KVB	40	100	100	100	78	G4	3215	0	0	2
8716878999989	8716878999996	871687800090000015	DORPSKADE	2291HS	2291HS	WATERINGEN	NL	ELK	KVB	23	100	100	100	91	3x25	1605	100	0	3
8716878999989	8716878999996	871687800090000015	DORPSKADE	2291HT	2291HZ	WATERINGEN	NL	ELK	KVB	30	93,33	100	100	73	3x25	12348	86,67	3,33	3,7
8716878999989	8716878999996	871718518003006694	DORPSKADE	2291HT	2291JA	WATERINGEN	NL	GAS	KVB	39	100	100	100	90	G4	2106	0	0	2
8716878999989	8716878999996	871687800090000015	DE FRANKENTHALER	2291JA	2291JA	WATERINGEN	NL	ELK	KVB	25	100	100	100	96	3x25	2924	100	0	3,2
8716878999989	8716878999996	871687800090000015	DE FRANKENTHALER	2291JB	2291JB	WATERINGEN	NL	ELK	KVB	15	100	100	100	93	3x25	3609	100	0	3,3
8716878999989	8716878999996	871718518003006694	DE FRANKENTHALER	2291JB	2291JB	WATERINGEN	NL	GAS	KVB	15	100	100	100	100	G4	1146	0	0	2
8716878999989	8716878999996	871687800090000015	DE FRANKENTHALER	2291JC	2291JC	WATERINGEN	NL	ELK	KVB	16	100	100	100	94	3x25	3905	100	0	3,2
8716878999989	8716878999996	871718518003006694	DE FRANKENTHALER	2291JC	2291JC	WATERINGEN	NL	GAS	KVB	16	100	100	100	100	G4	1598	0	0	2
8716878999989	8716878999996	871687800090000015	DE FRANKENTHALER	2291JD	2291JD	WATERINGEN	NL	ELK	KVB	10	90	100	100	90	3x25	3548	100	0	3,2
8716878999989	8716878999996	871718518003006694	DE FRANKENTHALER	2291JD	2291JD	WATERINGEN	NL	GAS	KVB	10	100	100	100	100	G4	1422	0	0	2
8716878999989	8716878999996	871687800090000015	DE FRANKENTHALER	2291JE	2291JE	WATERINGEN	NL	ELK	KVB	12	100	100	100	92	3x25	4157	100	0	3,7
8716878999989	8716878999996	871718518003006694	DE FRANKENTHALER	2291JE	2291JE	WATERINGEN	NL	GAS	KVB	12	100	100	100	100	G4	1721	0	0	2
8716878999989	8716878999996	871687800090000015	DE MUSCAAT	2291JG	2291JG	WATERINGEN	NL	ELK	KVB	14	100	100	100	86	3x25	3399	100	0	3
8716878999989	8716878999996	871718518003006694	DE MUSCAAT	2291JG	2291JG	WATERINGEN	NL	GAS	KVB	14	100	100	100	100	G4	1466	0	0	2
8716878999989	8716878999996	871687800090000015	DE MUSCAAT	2291JH	2291JH	WATERINGEN	NL	ELK	KVB	17	100	100	100	100	3x25	3765	100	0	3
8716878999989	8716878999996	871718518003006694	DE MUSCAAT	2291JH	2291JH	WATERINGEN	NL	GAS	KVB	17	100	100	100	100	G4	1495	0	0	2
8716878999989	8716878999996	871687800090000015	DE MUSCAAT	2291JJ	2291JJ	WATERINGEN	NL	ELK	KVB	13	100	100	100	100	3x25	4489	100	7,69	3,2
8716878999989	8716878999996	871718518003006694	DE MUSCAAT	2291JJ	2291JJ	WATERINGEN	NL	GAS	KVB	13	100	100	100	100	G4	1333	0	7,69	2
8716878999989	8716878999996	871687800090000015	DE COLMAN	2291JK	2291JK	WATERINGEN	NL	ELK	KVB	16	87,5	100	100	81	3x25	3988	100	0	3,5
8716878999989	8716878999996	871718518003006694	DE COLMAN	2291JK	2291JK	WATERINGEN	NL	GAS	KVB	16	100	100	100	100	G4	1606	0	0	2
8716878999989	8716878999996	871687800090000015	DE COLMAN	2291JL	2291JL	WATERINGEN	NL	ELK	KVB	13	92,31	100	100	92	3x25	4025	92,31	0	3,4
8716878999989	8716878999996	871718518003006694	DE COLMAN	2291JL	2291JL	WATERINGEN	NL	GAS	KVB	13	100	100	100	100	G4	1416	0	0	2
8716878999989	8716878999996	871687800090000015	DE COLMAN	2291JM	2291JM	WATERINGEN	NL	ELK	KVB	16	100	100	100	100	3x25	5451	100	0	3,4
8716878999989	8716878999996	871718518003006694	DE COLMAN	2291JM	2291JM	WATERINGEN	NL	GAS	KVB	16	100	100	100	100	G4	1487	0	0	2
8716878999989	8716878999996	871687800090000015	DE COLMAN	2291JN	2291JN	WATERINGEN	NL	ELK	KVB	21	95,24	100	100	81	3x25	4110	100	0	3,3
8716878999989	8716878999996	871718518003006694	DE COLMAN	2291JN	2291JN	WATERINGEN	NL	GAS	KVB	21	100	100	100	100	G4	1344	0	0	2
8716878999989	8716878999996	871687800090000015	DE COLMAN	2291JP	2291JP	WATERINGEN	NL	ELK	KVB	16	100	100	100	94	3x25	3204	100	0	3
8716878999989	8716878999996	871718518003006694	DE COLMAN	2291JP	2291JP	WATERINGEN	NL	GAS	KVB	16	100	100	100	100	G4	1335	0	0	2
